ID,Year,Cities,Violation,Violation_ID,Crime_incidents,location_year
73058,2013,Guelph,Indecent/Harassing communications ,1626,0.0,2013_Guelph
73059,2014,Guelph,Indecent/Harassing communications ,1626,0.0,2014_Guelph
73060,2015,Guelph,Indecent/Harassing communications ,1626,1.0,2015_Guelph
73061,2016,Guelph,Indecent/Harassing communications ,1626,0.0,2016_Guelph
73062,2017,Guelph,Indecent/Harassing communications ,1626,0.0,2017_Guelph
73063,2018,Guelph,Indecent/Harassing communications ,1626,3.0,2018_Guelph
73064,2019,Guelph,Indecent/Harassing communications ,1626,2.0,2019_Guelph
73065,2020,Guelph,Indecent/Harassing communications ,1626,0.0,2020_Guelph
73066,2021,Guelph,Indecent/Harassing communications ,1626,1.0,2021_Guelph
73067,2022,Guelph,Indecent/Harassing communications ,1626,0.0,2022_Guelph
73068,2023,Guelph,Indecent/Harassing communications ,1626,2.0,2023_Guelph
73069,2013,Guelph,Indecent/Harassing communications ,1626,14.0,2013_Guelph
73070,2014,Guelph,Indecent/Harassing communications ,1626,10.0,2014_Guelph
73071,2015,Guelph,Indecent/Harassing communications ,1626,7.0,2015_Guelph
73072,2016,Guelph,Indecent/Harassing communications ,1626,3.0,2016_Guelph
73073,2017,Guelph,Indecent/Harassing communications ,1626,5.0,2017_Guelph
73074,2018,Guelph,Indecent/Harassing communications ,1626,5.0,2018_Guelph
73075,2019,Guelph,Indecent/Harassing communications ,1626,4.0,2019_Guelph
73076,2020,Guelph,Indecent/Harassing communications ,1626,9.0,2020_Guelph
73077,2021,Guelph,Indecent/Harassing communications ,1626,7.0,2021_Guelph
73078,2022,Guelph,Indecent/Harassing communications ,1626,12.0,2022_Guelph
73079,2023,Guelph,Indecent/Harassing communications ,1626,8.0,2023_Guelph
73080,2013,Guelph,Indecent/Harassing communications ,1626,0.0,2013_Guelph
73081,2014,Guelph,Indecent/Harassing communications ,1626,0.0,2014_Guelph
73082,2015,Guelph,Indecent/Harassing communications ,1626,1.0,2015_Guelph
73083,2016,Guelph,Indecent/Harassing communications ,1626,0.0,2016_Guelph
73084,2017,Guelph,Indecent/Harassing communications ,1626,0.0,2017_Guelph
73085,2018,Guelph,Indecent/Harassing communications ,1626,2.0,2018_Guelph
73086,2019,Guelph,Indecent/Harassing communications ,1626,1.0,2019_Guelph
73087,2020,Guelph,Indecent/Harassing communications ,1626,0.0,2020_Guelph
73088,2021,Guelph,Indecent/Harassing communications ,1626,1.0,2021_Guelph
73089,2022,Guelph,Indecent/Harassing communications ,1626,0.0,2022_Guelph
73090,2023,Guelph,Indecent/Harassing communications ,1626,2.0,2023_Guelph
73102,2013,Guelph,Indecent/Harassing communications ,1626,0.0,2013_Guelph
73103,2014,Guelph,Indecent/Harassing communications ,1626,0.0,2014_Guelph
73104,2015,Guelph,Indecent/Harassing communications ,1626,1.0,2015_Guelph
73105,2016,Guelph,Indecent/Harassing communications ,1626,0.0,2016_Guelph
73106,2017,Guelph,Indecent/Harassing communications ,1626,0.0,2017_Guelph
73107,2018,Guelph,Indecent/Harassing communications ,1626,2.0,2018_Guelph
73108,2019,Guelph,Indecent/Harassing communications ,1626,1.0,2019_Guelph
73109,2020,Guelph,Indecent/Harassing communications ,1626,0.0,2020_Guelph
73110,2021,Guelph,Indecent/Harassing communications ,1626,1.0,2021_Guelph
73111,2022,Guelph,Indecent/Harassing communications ,1626,0.0,2022_Guelph
73112,2023,Guelph,Indecent/Harassing communications ,1626,2.0,2023_Guelph
73124,2013,Guelph,Indecent/Harassing communications ,1626,0.0,2013_Guelph
73125,2014,Guelph,Indecent/Harassing communications ,1626,0.0,2014_Guelph
73126,2015,Guelph,Indecent/Harassing communications ,1626,0.0,2015_Guelph
73127,2016,Guelph,Indecent/Harassing communications ,1626,0.0,2016_Guelph
73128,2017,Guelph,Indecent/Harassing communications ,1626,0.0,2017_Guelph
73129,2018,Guelph,Indecent/Harassing communications ,1626,0.0,2018_Guelph
73130,2019,Guelph,Indecent/Harassing communications ,1626,0.0,2019_Guelph
73131,2020,Guelph,Indecent/Harassing communications ,1626,0.0,2020_Guelph
73132,2021,Guelph,Indecent/Harassing communications ,1626,0.0,2021_Guelph
73133,2022,Guelph,Indecent/Harassing communications ,1626,0.0,2022_Guelph
73134,2023,Guelph,Indecent/Harassing communications ,1626,0.0,2023_Guelph
73146,2013,Guelph,Indecent/Harassing communications ,1626,2.0,2013_Guelph
73147,2014,Guelph,Indecent/Harassing communications ,1626,1.0,2014_Guelph
73148,2015,Guelph,Indecent/Harassing communications ,1626,3.0,2015_Guelph
73149,2016,Guelph,Indecent/Harassing communications ,1626,0.0,2016_Guelph
73150,2017,Guelph,Indecent/Harassing communications ,1626,0.0,2017_Guelph
73151,2018,Guelph,Indecent/Harassing communications ,1626,1.0,2018_Guelph
73152,2019,Guelph,Indecent/Harassing communications ,1626,0.0,2019_Guelph
73153,2020,Guelph,Indecent/Harassing communications ,1626,0.0,2020_Guelph
73154,2021,Guelph,Indecent/Harassing communications ,1626,0.0,2021_Guelph
73155,2022,Guelph,Indecent/Harassing communications ,1626,0.0,2022_Guelph
73156,2023,Guelph,Indecent/Harassing communications ,1626,0.0,2023_Guelph
73916,2013,Guelph,Counterfeiting ,3420,3.0,2013_Guelph
73917,2014,Guelph,Counterfeiting ,3420,7.0,2014_Guelph
73918,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
73919,2016,Guelph,Counterfeiting ,3420,2.0,2016_Guelph
73920,2017,Guelph,Counterfeiting ,3420,7.0,2017_Guelph
73921,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
73922,2019,Guelph,Counterfeiting ,3420,1.0,2019_Guelph
73923,2020,Guelph,Counterfeiting ,3420,3.0,2020_Guelph
73924,2021,Guelph,Counterfeiting ,3420,3.0,2021_Guelph
73925,2022,Guelph,Counterfeiting ,3420,3.0,2022_Guelph
73926,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
73960,2013,Guelph,Counterfeiting ,3420,,2013_Guelph
73961,2014,Guelph,Counterfeiting ,3420,,2014_Guelph
73962,2015,Guelph,Counterfeiting ,3420,,2015_Guelph
73963,2016,Guelph,Counterfeiting ,3420,,2016_Guelph
73964,2017,Guelph,Counterfeiting ,3420,1.0,2017_Guelph
73965,2018,Guelph,Counterfeiting ,3420,1.0,2018_Guelph
73966,2019,Guelph,Counterfeiting ,3420,0.0,2019_Guelph
73967,2020,Guelph,Counterfeiting ,3420,0.0,2020_Guelph
73968,2021,Guelph,Counterfeiting ,3420,0.0,2021_Guelph
73969,2022,Guelph,Counterfeiting ,3420,1.0,2022_Guelph
73970,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
73982,2013,Guelph,Counterfeiting ,3420,3.0,2013_Guelph
73983,2014,Guelph,Counterfeiting ,3420,7.0,2014_Guelph
73984,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
73985,2016,Guelph,Counterfeiting ,3420,2.0,2016_Guelph
73986,2017,Guelph,Counterfeiting ,3420,7.0,2017_Guelph
73987,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
73988,2019,Guelph,Counterfeiting ,3420,1.0,2019_Guelph
73989,2020,Guelph,Counterfeiting ,3420,3.0,2020_Guelph
73990,2021,Guelph,Counterfeiting ,3420,3.0,2021_Guelph
73991,2022,Guelph,Counterfeiting ,3420,3.0,2022_Guelph
73992,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
73993,2013,Guelph,Counterfeiting ,3420,3.0,2013_Guelph
73994,2014,Guelph,Counterfeiting ,3420,7.0,2014_Guelph
73995,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
73996,2016,Guelph,Counterfeiting ,3420,1.0,2016_Guelph
73997,2017,Guelph,Counterfeiting ,3420,7.0,2017_Guelph
73998,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
73999,2019,Guelph,Counterfeiting ,3420,1.0,2019_Guelph
74000,2020,Guelph,Counterfeiting ,3420,2.0,2020_Guelph
74001,2021,Guelph,Counterfeiting ,3420,3.0,2021_Guelph
74002,2022,Guelph,Counterfeiting ,3420,2.0,2022_Guelph
74003,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
74004,2013,Guelph,Counterfeiting ,3420,0.0,2013_Guelph
74005,2014,Guelph,Counterfeiting ,3420,0.0,2014_Guelph
74006,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
74007,2016,Guelph,Counterfeiting ,3420,1.0,2016_Guelph
74008,2017,Guelph,Counterfeiting ,3420,0.0,2017_Guelph
74009,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
74010,2019,Guelph,Counterfeiting ,3420,0.0,2019_Guelph
74011,2020,Guelph,Counterfeiting ,3420,1.0,2020_Guelph
74012,2021,Guelph,Counterfeiting ,3420,0.0,2021_Guelph
74013,2022,Guelph,Counterfeiting ,3420,1.0,2022_Guelph
74014,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
74015,2013,Guelph,Counterfeiting ,3420,1.0,2013_Guelph
74016,2014,Guelph,Counterfeiting ,3420,2.0,2014_Guelph
74017,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
74018,2016,Guelph,Counterfeiting ,3420,1.0,2016_Guelph
74019,2017,Guelph,Counterfeiting ,3420,5.0,2017_Guelph
74020,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
74021,2019,Guelph,Counterfeiting ,3420,1.0,2019_Guelph
74022,2020,Guelph,Counterfeiting ,3420,3.0,2020_Guelph
74023,2021,Guelph,Counterfeiting ,3420,4.0,2021_Guelph
74024,2022,Guelph,Counterfeiting ,3420,3.0,2022_Guelph
74025,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
74037,2013,Guelph,Counterfeiting ,3420,1.0,2013_Guelph
74038,2014,Guelph,Counterfeiting ,3420,2.0,2014_Guelph
74039,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
74040,2016,Guelph,Counterfeiting ,3420,1.0,2016_Guelph
74041,2017,Guelph,Counterfeiting ,3420,4.0,2017_Guelph
74042,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
74043,2019,Guelph,Counterfeiting ,3420,1.0,2019_Guelph
74044,2020,Guelph,Counterfeiting ,3420,3.0,2020_Guelph
74045,2021,Guelph,Counterfeiting ,3420,4.0,2021_Guelph
74046,2022,Guelph,Counterfeiting ,3420,3.0,2022_Guelph
74047,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
74059,2013,Guelph,Counterfeiting ,3420,0.0,2013_Guelph
74060,2014,Guelph,Counterfeiting ,3420,0.0,2014_Guelph
74061,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
74062,2016,Guelph,Counterfeiting ,3420,0.0,2016_Guelph
74063,2017,Guelph,Counterfeiting ,3420,1.0,2017_Guelph
74064,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
74065,2019,Guelph,Counterfeiting ,3420,0.0,2019_Guelph
74066,2020,Guelph,Counterfeiting ,3420,0.0,2020_Guelph
74067,2021,Guelph,Counterfeiting ,3420,0.0,2021_Guelph
74068,2022,Guelph,Counterfeiting ,3420,0.0,2022_Guelph
74069,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
74081,2013,Guelph,Counterfeiting ,3420,0.0,2013_Guelph
74082,2014,Guelph,Counterfeiting ,3420,0.0,2014_Guelph
74083,2015,Guelph,Counterfeiting ,3420,0.0,2015_Guelph
74084,2016,Guelph,Counterfeiting ,3420,0.0,2016_Guelph
74085,2017,Guelph,Counterfeiting ,3420,0.0,2017_Guelph
74086,2018,Guelph,Counterfeiting ,3420,0.0,2018_Guelph
74087,2019,Guelph,Counterfeiting ,3420,0.0,2019_Guelph
74088,2020,Guelph,Counterfeiting ,3420,0.0,2020_Guelph
74089,2021,Guelph,Counterfeiting ,3420,0.0,2021_Guelph
74090,2022,Guelph,Counterfeiting ,3420,0.0,2022_Guelph
74091,2023,Guelph,Counterfeiting ,3420,0.0,2023_Guelph
74290,2013,Guelph,"Possession of, or accessing child pornography ",3455,11.0,2013_Guelph
74291,2014,Guelph,"Possession of, or accessing child pornography ",3455,14.0,2014_Guelph
74292,2015,Guelph,"Possession of, or accessing child pornography ",3455,37.0,2015_Guelph
74293,2016,Guelph,"Possession of, or accessing child pornography ",3455,32.0,2016_Guelph
74294,2017,Guelph,"Possession of, or accessing child pornography ",3455,26.0,2017_Guelph
74295,2018,Guelph,"Possession of, or accessing child pornography ",3455,23.0,2018_Guelph
74296,2019,Guelph,"Possession of, or accessing child pornography ",3455,44.0,2019_Guelph
74297,2020,Guelph,"Possession of, or accessing child pornography ",3455,30.0,2020_Guelph
74298,2021,Guelph,"Possession of, or accessing child pornography ",3455,36.0,2021_Guelph
74299,2022,Guelph,"Possession of, or accessing child pornography ",3455,35.0,2022_Guelph
74300,2023,Guelph,"Possession of, or accessing child pornography ",3455,65.0,2023_Guelph
74334,2013,Guelph,"Possession of, or accessing child pornography ",3455,,2013_Guelph
74335,2014,Guelph,"Possession of, or accessing child pornography ",3455,,2014_Guelph
74336,2015,Guelph,"Possession of, or accessing child pornography ",3455,,2015_Guelph
74337,2016,Guelph,"Possession of, or accessing child pornography ",3455,,2016_Guelph
74338,2017,Guelph,"Possession of, or accessing child pornography ",3455,1.0,2017_Guelph
74339,2018,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2018_Guelph
74340,2019,Guelph,"Possession of, or accessing child pornography ",3455,2.0,2019_Guelph
74341,2020,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2020_Guelph
74342,2021,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2021_Guelph
74343,2022,Guelph,"Possession of, or accessing child pornography ",3455,1.0,2022_Guelph
74344,2023,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2023_Guelph
74356,2013,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2013_Guelph
74357,2014,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2014_Guelph
74358,2015,Guelph,"Possession of, or accessing child pornography ",3455,10.0,2015_Guelph
74359,2016,Guelph,"Possession of, or accessing child pornography ",3455,11.0,2016_Guelph
74360,2017,Guelph,"Possession of, or accessing child pornography ",3455,16.0,2017_Guelph
74361,2018,Guelph,"Possession of, or accessing child pornography ",3455,17.0,2018_Guelph
74362,2019,Guelph,"Possession of, or accessing child pornography ",3455,15.0,2019_Guelph
74363,2020,Guelph,"Possession of, or accessing child pornography ",3455,10.0,2020_Guelph
74364,2021,Guelph,"Possession of, or accessing child pornography ",3455,10.0,2021_Guelph
74365,2022,Guelph,"Possession of, or accessing child pornography ",3455,5.0,2022_Guelph
74366,2023,Guelph,"Possession of, or accessing child pornography ",3455,10.0,2023_Guelph
74367,2013,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2013_Guelph
74368,2014,Guelph,"Possession of, or accessing child pornography ",3455,5.0,2014_Guelph
74369,2015,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2015_Guelph
74370,2016,Guelph,"Possession of, or accessing child pornography ",3455,9.0,2016_Guelph
74371,2017,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2017_Guelph
74372,2018,Guelph,"Possession of, or accessing child pornography ",3455,9.0,2018_Guelph
74373,2019,Guelph,"Possession of, or accessing child pornography ",3455,7.0,2019_Guelph
74374,2020,Guelph,"Possession of, or accessing child pornography ",3455,7.0,2020_Guelph
74375,2021,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2021_Guelph
74376,2022,Guelph,"Possession of, or accessing child pornography ",3455,2.0,2022_Guelph
74377,2023,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2023_Guelph
74378,2013,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2013_Guelph
74379,2014,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2014_Guelph
74380,2015,Guelph,"Possession of, or accessing child pornography ",3455,2.0,2015_Guelph
74381,2016,Guelph,"Possession of, or accessing child pornography ",3455,2.0,2016_Guelph
74382,2017,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2017_Guelph
74383,2018,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2018_Guelph
74384,2019,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2019_Guelph
74385,2020,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2020_Guelph
74386,2021,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2021_Guelph
74387,2022,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2022_Guelph
74388,2023,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2023_Guelph
74389,2013,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2013_Guelph
74390,2014,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2014_Guelph
74391,2015,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2015_Guelph
74392,2016,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2016_Guelph
74393,2017,Guelph,"Possession of, or accessing child pornography ",3455,7.0,2017_Guelph
74394,2018,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2018_Guelph
74395,2019,Guelph,"Possession of, or accessing child pornography ",3455,7.0,2019_Guelph
74396,2020,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2020_Guelph
74397,2021,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2021_Guelph
74398,2022,Guelph,"Possession of, or accessing child pornography ",3455,2.0,2022_Guelph
74399,2023,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2023_Guelph
74411,2013,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2013_Guelph
74412,2014,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2014_Guelph
74413,2015,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2015_Guelph
74414,2016,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2016_Guelph
74415,2017,Guelph,"Possession of, or accessing child pornography ",3455,7.0,2017_Guelph
74416,2018,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2018_Guelph
74417,2019,Guelph,"Possession of, or accessing child pornography ",3455,7.0,2019_Guelph
74418,2020,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2020_Guelph
74419,2021,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2021_Guelph
74420,2022,Guelph,"Possession of, or accessing child pornography ",3455,2.0,2022_Guelph
74421,2023,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2023_Guelph
74433,2013,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2013_Guelph
74434,2014,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2014_Guelph
74435,2015,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2015_Guelph
74436,2016,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2016_Guelph
74437,2017,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2017_Guelph
74438,2018,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2018_Guelph
74439,2019,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2019_Guelph
74440,2020,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2020_Guelph
74441,2021,Guelph,"Possession of, or accessing child pornography ",3455,1.0,2021_Guelph
74442,2022,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2022_Guelph
74443,2023,Guelph,"Possession of, or accessing child pornography ",3455,0.0,2023_Guelph
74455,2013,Guelph,"Possession of, or accessing child pornography ",3455,10.0,2013_Guelph
74456,2014,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2014_Guelph
74457,2015,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2015_Guelph
74458,2016,Guelph,"Possession of, or accessing child pornography ",3455,2.0,2016_Guelph
74459,2017,Guelph,"Possession of, or accessing child pornography ",3455,8.0,2017_Guelph
74460,2018,Guelph,"Possession of, or accessing child pornography ",3455,11.0,2018_Guelph
74461,2019,Guelph,"Possession of, or accessing child pornography ",3455,18.0,2019_Guelph
74462,2020,Guelph,"Possession of, or accessing child pornography ",3455,3.0,2020_Guelph
74463,2021,Guelph,"Possession of, or accessing child pornography ",3455,5.0,2021_Guelph
74464,2022,Guelph,"Possession of, or accessing child pornography ",3455,4.0,2022_Guelph
74465,2023,Guelph,"Possession of, or accessing child pornography ",3455,6.0,2023_Guelph
74477,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74478,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74479,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74480,2016,Guelph,"Making, or distribution of child pornography ",3456,1.0,2016_Guelph
74481,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74482,2018,Guelph,"Making, or distribution of child pornography ",3456,1.0,2018_Guelph
74483,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74484,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74485,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74486,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74487,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74521,2013,Guelph,"Making, or distribution of child pornography ",3456,,2013_Guelph
74522,2014,Guelph,"Making, or distribution of child pornography ",3456,,2014_Guelph
74523,2015,Guelph,"Making, or distribution of child pornography ",3456,,2015_Guelph
74524,2016,Guelph,"Making, or distribution of child pornography ",3456,,2016_Guelph
74525,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74526,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74527,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74528,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74529,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74530,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74531,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74543,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74544,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74545,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74546,2016,Guelph,"Making, or distribution of child pornography ",3456,0.0,2016_Guelph
74547,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74548,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74549,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74550,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74551,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74552,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74553,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74554,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74555,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74556,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74557,2016,Guelph,"Making, or distribution of child pornography ",3456,0.0,2016_Guelph
74558,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74559,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74560,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74561,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74562,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74563,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74564,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74565,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74566,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74567,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74568,2016,Guelph,"Making, or distribution of child pornography ",3456,0.0,2016_Guelph
74569,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74570,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74571,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74572,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74573,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74574,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74575,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74576,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74577,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74578,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74579,2016,Guelph,"Making, or distribution of child pornography ",3456,0.0,2016_Guelph
74580,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74581,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74582,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74583,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74584,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74585,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74586,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74598,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74599,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74600,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74601,2016,Guelph,"Making, or distribution of child pornography ",3456,0.0,2016_Guelph
74602,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74603,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74604,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74605,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74606,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74607,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74608,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74620,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74621,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74622,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74623,2016,Guelph,"Making, or distribution of child pornography ",3456,0.0,2016_Guelph
74624,2017,Guelph,"Making, or distribution of child pornography ",3456,0.0,2017_Guelph
74625,2018,Guelph,"Making, or distribution of child pornography ",3456,0.0,2018_Guelph
74626,2019,Guelph,"Making, or distribution of child pornography ",3456,0.0,2019_Guelph
74627,2020,Guelph,"Making, or distribution of child pornography ",3456,0.0,2020_Guelph
74628,2021,Guelph,"Making, or distribution of child pornography ",3456,0.0,2021_Guelph
74629,2022,Guelph,"Making, or distribution of child pornography ",3456,0.0,2022_Guelph
74630,2023,Guelph,"Making, or distribution of child pornography ",3456,0.0,2023_Guelph
74642,2013,Guelph,"Making, or distribution of child pornography ",3456,0.0,2013_Guelph
74643,2014,Guelph,"Making, or distribution of child pornography ",3456,0.0,2014_Guelph
74644,2015,Guelph,"Making, or distribution of child pornography ",3456,0.0,2015_Guelph
74645,2016,Guelph,"Making, or distribution of child pornography ",3456,0.0,2016_Guelph
